Content Name (in Call Flow),ContentID,Message Text (English),Message Text (French)
ResponseExplanation,ResponseExplanation_6_1,"After you have opened the SMS message.. press the middle button to start your reply. Type your answer.. then press the middle button again to send your message","Pour cette leçon.. vous entendrez un son.. et vous recevrez un SMS avec deux mots. Nous vous demanderons quel mot dans le SMS se termine par le son que vous avez entendu."
ResponseExplanation,ResponseExplanation_6_2,"After you read the SMS with the answer options.. press the button on the right to go back to the call screen and press the number of the right answer","Après avoir lu le SMS avec les options de réponse.. appuyez sur le bouton sur le droit de revenir à l'écran d'appel et appuyez sur le numéro de la bonne réponse"
ResponseExplanation,ResponseExplanation_6_3,"In this lesson.. you will receive an SMS with two letters. Look at the letters.. and we will ask you what sound they make when they are combined.","Dans cette leçon.. vous recevrez un SMS avec deux lettres. Regardez les lettres.. et nous vous demanderons quel bruit qu'ils font quand ils sont combinés."
ResponseExplanation,ResponseExplanation_6_4,"In this lesson.. you will receive an SMS with three pairs of letters. Then we'll say a syllable and we will ask you which pair of letters in the SMS is the syllable you heard us say.","Dans cette leçon.. vous recevrez un SMS avec trois paires de lettres. Ensuite.. nous jouerons une syllabe et vous demanderons quelle paire de lettres dans le SMS est la syllabe que vous avez entendu nous disions."
ResponseExplanation,ResponseExplanation_6_5,"For this lesson.. you will hear two sounds.. and you will receive a word in a text message. We will ask you which of the two sounds the word in the SMS ends with.","Pour cette leçon.. vous entendrez deux sons.. et vous recevrez un mot dans un SMS. Nous vous demanderons par lequel des deux sons le mot dans le SMS se termine."
ResponseExplanation,ResponseExplanation_6_6,"In this lesson.. you'll learn about rhymes. Remember that rhymes have the same final sound. We will play two words.. then send you a word in a text message. Then we will ask you which word rhymes with the word in the SMS.","Dans cette leçon.. vous allez en apprendre davantage sur les rimes. Rappelez-vous que les rimes ont les mêmes sons finaux. Nous allons jouer deux mots.. puis vous envoyer un mot dans un SMS. Ensuite.. nous vous demandons quel mot le mot dans le SMS rime avec."
ResponseExplanation,ResponseExplanation_6_7,"In this lesson.. you'll learn about rhymes. Remember that rhymes have the same final sound. You will receive an SMS with two pairs of words. One of these pairs rhyme. Reply with the number of the pair that rhymes.","Dans cette leçon.. vous allez en apprendre davantage sur les rimes. Rappelez-vous que les rimes ont les mêmes sons finaux. Vous recevrez un SMS avec deux paires de mots. Une seule de ces paires rimes. Répondre avec le nombre de la paire qui rime."
ResponseExplanation,ResponseExplanation_6_8,"In this lesson.. you'll learn about rhymes. Remember that rhymes have the same final sound. You will receive an SMS with a word.. and you will pick the word that rhymes with that.","Dans cette leçon.. vous allez en apprendre davantage sur les rimes. Rappelez-vous que les rimes ont les mêmes sons finaux. Vous recevrez un SMS avec un seul mot.. et vous choisissez le mot qui rime avec celui-là."
ResponseExplanation,ResponseExplanation_6_9,"In this lesson.. you'll learn about rhymes. Remember that rhymes have the same final sound. You will hear a word and receive an SMS with two words. Read the words of the SMS and reply with the number of the word that rhymes with the one you heard.","Dans cette leçon.. vous allez en apprendre davantage sur les rimes. Rappelez-vous que les rimes ont les mêmes sons finaux. Vous entendrez un mot et recevez un SMS avec les deux mots. Lire les mots du SMS et y répondre avec le nombre de mot qui rime avec celui que vous avez entendu."
ResponseExplanation,ResponseExplanation_7_1,"In this lesson.. you will receive an SMS with three words with numbers in front of them. Then we'll play a word and ask which word in the SMS is the word you have heard us say.","Dans cette leçon.. vous recevrez un SMS avec trois mots.. avec des chiffres devant eux. Ensuite.. nous allons jouer un mot et vous demander quel mot dans le SMS est le mot que vous avez entendu nous dire."
ResponseExplanation,ResponseExplanation_7_2,NA,NA
ResponseExplanation,ResponseExplanation_7_3,"In this lesson.. you will hear two sounds. Then you receive an SMS with the two possible words. Look at the two words in the SMS and reply with which one is made by combining the two sounds you heard.","Dans cette leçon.. vous entendrez deux sons. Ensuite.. vous recevrez un SMS avec les deux mots possibles. Regardez les deux mots dans le SMS et répondre avec lequel on se fait en combinant les deux sons que vous avez entendu."
ResponseExplanation,ResponseExplanation_7_4,"In this lesson.. you will hear two sounds. Then you receive an SMS with two possible syllables. Look at the two syllables in the SMS and reply with which one is made by combining the two sounds you heard.","Dans cette leçon.. vous entendrez deux sons. Ensuite.. vous recevrez un SMS avec deux syllabes possibles. Regardez les deux syllabes dans le SMS et répondre avec lequel on se fait en combinant les deux sons que vous avez entendu."
ResponseExplanation,ResponseExplanation_7_5,"In this lesson.. you will receive an SMS with two letters that make a word when combined. Then you will hear some possible words that could be made from the combination of these letters.. but only one is correct. Reply with what word these letters make when they are combined.","Dans cette leçon.. vous recevrez un SMS avec les deux lettres qui font un mot quand ils sont combinés. Ensuite.. vous entendrez quelques mots possibles qui pourraient être fabriqués à partir de la combinaison de ces lettres.. mais un seul est correct. Répondre avec quel mot ces lettres font quand ils sont combinés."
ResponseExplanation,ResponseExplanation_7_6,"In this lesson.. you will receive an SMS with two letters that make a syllable when combined. Then you hear some possible syllables that could be made from the combination of these letters.. but only one is correct. Reply with which syllable these letters make when they are combined.","Dans cette leçon.. vous recevrez un SMS avec les deux lettres qui font une syllabe quand ils sont combinés. Ensuite.. vous entendrez quelques syllabes possibles qui pourraient être faites à partir de la combinaison de ces lettres.. mais un seul est correct. Répondre avec quelle syllabe ces lettres font quand ils sont combinés."
ResponseExplanation,ResponseExplanation_7_7,NA,NA
ResponseExplanation,ResponseExplanation_8_1,"For this lesson.. we'll send you an SMS with three groups of letters.. and you will hear a sound. We will ask you to answer with which of the letters are not in the sound.","Pour cette leçon.. nous vous enverrons un SMS avec trois groupes de lettres.. et vous entendrez un son. Nous vous demandons de répondre avec laquelle les lettres ne font pas que le son."
ResponseExplanation,ResponseExplanation_8_2,"In this lesson.. you will hear two sounds. Then you receive an SMS with two possible words. Look at the two words in the SMS and reply with what word is made by combining the two sounds you heard.","Dans cette leçon.. vous entendrez deux sons. Ensuite.. vous recevrez un SMS avec les deux mots possibles. Regardez les deux mots dans le SMS et répondre avec lequel on se fait en combinant les deux sons que vous avez entendu."
ResponseExplanation,ResponseExplanation_8_3,"In this lesson.. you will receive an SMS with three words. Then we will play a word and ask what word in the SMS is the word you heard us say.","Dans cette leçon.. vous recevrez un SMS avec trois mots. Ensuite.. nous allons jouer un mot et vous demander quel mot dans le SMS est le mot que vous avez entendu nous dire."
Hint,Hint_1_1,Think about the sound you just heard. Which word ends in that sound?,Pensez à le son que vous avez entendu. Quel mot se termine par ce son?
Hint,Hint_2_2,Think about the sound you just heard. Which syllable ends in that sound?,Pensez à le son que vous venez d'entendre. Quelle syllabe se termine par ce son?
Hint,Hint_1_3,"Some of the words have similar sounds.. and some don't. Those might be similar sounds at the beginning.. or similar sounds at the end. Which word sounds different?","Certains mots ont des sons semblables à la fin.. et certains ne l'ont pas. Quel mot semble différent?"
Hint,Hint_2_4,"Some of the syllables have similar sounds.. and some don't. Those might be similar sounds at the beginning.. or similar sounds at the end. Which syllable sounds different?","Certaines des syllabes ont des sons semblables à la fin.. et certains ne l'ont pas. Quelle syllabe a un son différent?"
Hint,Hint_1_5,Remember that rhymes have the same final sounds. Do these words rhyme?,Rappelez-vous que les rimes ont les mêmes sons finaux. Est-ce que ces mots riment?
Hint,Hint_2_6,Remember that rhymes have the same final sounds. Do these syllables rhyme?,Rappelez-vous que les rimes ont les mêmes sons finaux. Est-ce que ces syllabes riment?
Hint,Hint_1_7,"Some of the options are pairs of rhyming words.. and others aren't. Remember that rhymes have the same final sounds. Which pair of words ends in the same sound? ","Certaines des options sont des paires de mots qui riment.. et d'autres ne sont pas. Rappelez-vous que les rimes ont les mêmes sons finaux. Quelle paire de mots se termine par le même son?"
Hint,Hint_2_8,"Some of the options are pairs of rhyming syllables.. and others aren't. Remember that rhymes have the same final sounds. Which pair of syllables ends in the same sound? ","Certaines des options sont des paires de syllabes qui riment.. et d'autres ne sont pas. Rappelez-vous que les rimes ont les mêmes sons finaux. Quelle paire de syllabes se termine par le même son?"
Hint,Hint_3_1,"Some of the words have similar sounds.. and some don't. Those might be similar sounds at the beginning.. or similar sounds at the end. Which word sounds different?","Certains mots ont des sons semblables au début.. et certains ne l'ont pas. Quel mot semble différent?"
Hint,Hint_3_2,"Some of the syllables have similar sounds.. and some don't. Those might be similar sounds at the beginning.. or similar sounds at the end. Which syllable sounds different?","Certaines des syllabes ont des sons semblables au début.. et certains ne l'ont pas. Quelle syllabe a un son différent?"
Hint,Hint_3_3,Listen to the beginning of the word you just heard. What sound does it start with?,Écoutez au début du mot que vous venez d'entendre. Avec quel son commence il?
Hint,Hint_3_4,Listen to the beginning of the syllable you just heard. What sound does it start with?,Écoutez au début de la syllabe que vous venez d'entendre. Avec quel son commence il?
Hint,Hint_3_5,Listen to the end of the word you just heard. What sound does it end with?,Écoutez à la fin du mot que vous venez d'entendre. Avec quel son se termine il?
Hint,Hint_3_6,Listen to the end of the syllable you just heard. What sound does it end with?,Écoutez à la fin de la syllabe que vous venez d'entendre. Avec quel son se temine il?
Hint,Hint_4_1,Think about the sound you heard as you look at the words in the text message. Which word starts with that sound?,Pensez à le son que vous avez entendu pendant que vous regardez les mots du message texte. Quel mot commence par ce son?
Hint,Hint_4_2,Look at the letter in the text message and think about the sounds you hear. Which sound does that letter make?,Regardez la lettre dans le texto et réfléchir sur les sons que vous avez entendus. Quel son fait la lettre?
Hint,Hint_4_3,Look at the letters in the text message and think about the sounds you heard. Which sound do those letters make?,Regardez les lettres dans le texto et réfléchir sur les sons que vous avez entendus. Quel son ne font pas ces lettres?
Hint,Hint_4_6,"Look at the spellings in the SMS and listen to the word you hear. Think about the sounds in that word.. and which sounds go with which letters you see.","Regardez l'orthographe dans le SMS et écoutez le mot que vous entendez. Pensez aux sons de ce mot.. et quels sons correspondent aux lettres que vous voyez."
Hint,Hint_4_7,Look at the letters in the SMS and listen to the sound. Think about which one of the letters goes with that sound.,Regardez les lettres dans le SMS et écoutez le son. Pensez à laquelle de ces lettres va de pair avec ce son.
Hint,Hint_4_8,Think about the syllables you heard when you look at the text message. Which one does NOT contain that sound?,Pensez aux syllabes que vous avez entendus quand vous regardez le message texte. Lequel n'a pas le son?
Hint,Hint_4_9,Think about the words you heard when you look at the text message. Which one does NOT contain that letter?,Pensez aux mots que vous avez entendus quand vous regardez le message texte. Lequel ne contient pas cette lettre?
Hint,Hint_4_10,Think about the words you heard when you look at the text message. Which one does NOT contain that letter?,Pensez aux mots que vous avez entendus quand vous regardez le message texte. Lequel ne contient pas cette lettre?
Hint,Hint_4_11,Think about the sound you heard as you look at the syllables in the text message. Which syllable starts with that sound?,Pensez à le son que vous avez entendu quand vous regardez les syllabes dans le message texte. Quelle syllabe commence par ce son?
Hint,Hint_4_12,"Look at the start of the word in the SMS.. and think about what sound that word starts with.","Regardez le début du mot dans le SMS.. et pensez à quelle son par lequel le mot commence."
Hint,Hint_4_13,Think about the sound you heard as you look at the words in the text message. Which word starts with that sound?,Pensez à le son que vous avez entendu pendant que vous regardez les mots du message texte. Quel mot commence par ce son?
Hint,Hint_4_14,"Look at the start of the syllable in the SMS.. and think about what sound that syllable starts with.","Regardez le début de la syllabe dans le SMS.. et pensez à le son par lequel le syllabe commence."
Hint,Hint_4_15,Think about the sound you heard as you look at the words in the text message. Which word ends with that sound?,Pensez à le son que vous avez entendu pendant que vous regardez les mots du message texte. Quel mot se termine par ce son?
Hint,Hint_4_16,"Look at the end of the word in the SMS.. and think about what sound that word ends with.","Regardez la fin du mot dans le SMS.. et pensez à le son par lequel mot se termine."
Hint,Hint_4_17,Think about the sound you heard as you look at the syllables in the text message. Which syllable ends with that sound?,Pensez à le son que vous avez entendu pendant que vous regardez les syllabes dans le message texte. Quelle syllabe se termine par ce son?
Hint,Hint_4_18,"Look at the end of the syllable in the SMS.. and think about what sound that syllable ends with.","Regardez la fin de la syllabe dans le SMS.. et penser à le son par lequel le syllabe se termine."
Hint,Hint_5_2,Think about the sound you heard as you look at the words in the text message. Which word does NOT have that sound somewhere inside it?,Pensez à le son que vous avez entendu pendant que vous regardez les mots du message texte. Quel est le mot qui ne contient pas le son?
Hint,Hint_6_1,Think about the sound you heard as you look at the words in the text message. Which word ends with that sound?,Pensez à le son que vous avez entendu que vous regardez les mots du message texte. Quel mot se termine par ce son?
Hint,Hint_6_2,Look at the letters in the text message and think about the words you heard. Which word do those letters make when they're combined?,Pensez à le son que vous avez entendu que vous regardez les mots du message texte. Quel mot se termine par ce son?
Hint,Hint_6_3,Look at the letters in the text message and think about the sounds you heard. Which sound do those letters make when they're combined?,Regardez les lettres dans le message texte et réfléchir sur les sons que vous avez entendus. Quel son ne ces lettres font quand ils sont combinés?
Hint,Hint_6_4,"Look at the spellings in the SMS and listen to the syllables you heard. Think about the sounds in that syllable.. and which sounds go with which letters you see.","Regardez l'orthographe dans le SMS et d'écouter les syllabes que vous avez entendus. Pensez aux sons de cette syllabe.. et qui sonne avec qui va des lettres que vous voyez."
Hint,Hint_6_5,Look at the SMS and listen to the sounds. Which sound does the SMS end with?,Regardez le SMS et d'écouter les sons. Ce qui son le fin SMS avec?
Hint,Hint_6_6,Look at the SMS and listen to the words again. Which word does the word in the SMS rhyme with? Remember that a rhyme is when two words end in the same sound.,Regardez le SMS et d'écouter les mots encore. Quel est le mot que le mot dans la rime SMS avec? Rappelez-vous que la rime est quand deux mots se terminent par le même son.
Hint,Hint_6_7,"One of the options is a pair of rhyming words.. and the other one isn't. Remember that rhymes have the same final sounds. Which pair of words ends in the same sound? ","L'une des options est une paire de mots qui riment.. et l'autre n'est pas. Rappelez-vous que les rimes ont les mêmes sons finaux. Quelle paire de mots se termine par le même son?"
Hint,Hint_6_8,"Some of the options rhyme with the first word we gave you.. and others don't. Remember that rhymes have the same final sounds. Which word rhymes with the first one?","Certaines des options rime avec le premier mot que nous vous avons donné.. et d'autres ne le font pas. Rappelez-vous que les rimes ont les mêmes sons finaux. Quel mot rime avec le premier?"
Hint,Hint_6_9,Look at the words in the SMS and listen to the word again. Which word in the SMS rhymes with the one you heard? Remember that a rhyme is when two words end in the same sound.,Regardez les mots du SMS et d'écouter à nouveau le mot. Quel est le mot dans le SMS rime avec celui que vous avez entendu? Rappelez-vous que la rime est quand deux mots se terminent par le même son.
Hint,Hint_7_1,"Look at the letters in the SMS and listen to the words you hear. Think about the sounds that in that word.. and which sounds go with which letters you see.","Regardez les lettres dans le SMS et d'écouter les mots que vous entendez. Pensez aux sons que ce mot.. et qui sonne aller avec qui lettres que vous voyez."
Hint,Hint_7_2,Which letters make the word you heard? Type the word and send it as an SMS.,Quelles lettres font le mot que vous avez entendu? Tapez le mot et l'envoyer par SMS.
Hint,Hint_7_3,Look at the words in the SMS. Think about which one is made when you combine the two sounds you heard.,Quelles lettres font le mot que vous avez entendu? Tapez le mot et l'envoyer par SMS.
Hint,Hint_7_4,Look at the syllables in the SMS. Think about which one is made when you combine the two sounds you heard.,Regardez les syllabes dans le SMS. Pensez à laquelle on est fait lorsque vous combinez les deux sons que vous avez entendu.
Hint,Hint_7_5,Listen again to the two words you heard. Which one is made with the letters in the SMS?,Réécoutez les deux mots que vous avez entendus. Lequel est fait avec les lettres dans le SMS?
Hint,Hint_7_6,Listen again to the two words you heard. Which one is made with the letters in the SMS?,Réécoutez les deux mots que vous avez entendus. Lequel est fait avec les lettres dans le SMS?
Hint,Hint_7_7,Which letters make the sound you heard? Type the letters with no spaces between them and send it as an SMS.,Quelles lettres rendre le son que vous avez entendu? Tapez les lettres sans espaces entre eux et l'envoyer par SMS.
Hint,Hint_8_1,Look at the letters and think about the sound you heard again. Which letters do NOT make that sound?,Regardez les lettres et penser à son que vous avez entendu à nouveau. Quelles lettres ne font pas que le son?
Hint,Hint_8_2,Look at the words in the SMS. Think about which one is made when you combine the two sounds you heard.,Regardez les mots du SMS. Pensez à laquelle on est fait lorsque vous combinez les deux sons que vous avez entendu.
Hint,Hint_8_3,"Look at the letters in the SMS and listen to the words you hear. Think about the sounds that in that word.. and which sounds go with which letters you see.","Regardez les lettres dans le SMS et écoutez les mots que vous entendez. Pensez aux sons que ce mot.. et qui sonne aller avec qui lettres que vous voyez."
QuestionOutput,QuestionOutput_1_1,"""Which word ends in /o/? *pause* [bo].. [dõ].. [li] *pause* Press 1 for [bo].. 2 for [dõ].. or 3 for [li].""","""Quel mot se termine en"".R + Position1.R + silence.R + Position2.R + Position3.R + Position4.R  + silence.R + ""Appuie 1 pour"".R + Position2.R + ""2 pour"".R + Position3.R + ""ou 3 pour"".R + Position4.R"
CorrectFeedback,CorrectFeedback_Option1,You got it right! Good work!,Vous avez raison! Bon travail!
CorrectFeedback,CorrectFeedback_Option2,That's it! Nice job!,Ca y est! Bon travail.
CorrectFeedback,CorrectFeedback_Option3,Exactly! Good job.,C'est exact! Bon travail.
IncorrectFeedback,IncorrectResponse_1_Option_1,"Sorry.. that's not it. Try again.","Désolé.. ce n'est pas ça. Essaye encore!"
IncorrectFeedback,IncorrectResponse_1_Option_2,"No.. that's not right. Keep trying!","Non.. ce n'est pas vrai. Continue d'essayer!"
IncorrectFeedback,IncorrectResponse_1_Option_3,"Sorry.. that's not that correct. Try again.","Désolé.. ce n'est pas correct. Essayez encore!"
IncorrectFeedback,IncorrectResponse_2_Option_1,"Sorry.. that's not it.","Désolé.. ce n'est pas ça."
IncorrectFeedback,IncorrectResponse_2_Option_2,"No.. that's not correct.","Non.. ce n'est pas correct. "
IncorrectFeedback,IncorrectResponse_2_Option_3,"Sorry.. that's not correct.","Désolé.. ce n'est pas correct."
IncorrectFeedback,IncorrectResponse3,"Sorry.. that's not the right answer.","Désolé.. ce n'est pas la bonne réponse."
GiveAnswer,GiveAnswer,The answer is $CORRECT_KEYBOARD_INPUT$.,La réponse est $CORRECT_KEYBOARD_INPUT$.
TryAgain,TryAgain,Try another question!,Essayons une autre question!
ContinueCall,ContinueCall,"Would you like to continue to learn? Press 1 to receive a new lesson.. or press 2 to end the call for today.","Voulez-vous continuer à apprendre? Appuyez sur 1 pour recevoir une nouvelle leçon.. ou appuyez sur 2 pour terminer l'appel aujourd'hui."
Repeat,RepeatMessage,"Press 1 to continue.. or press 9 to repeat this explanation",Appuyez sur 1 pour continuer ou appuyez sur neuf pour répéter cette explication
GoodbyeMessage_Child,GoodbyeMessage_Child_Option1,"""Thanks for learning! ""Make sure you call back for the next lesson tomorrow! à bientôt!”",Merci pour l'apprentissage! à bientôt!
GoodbyeMessage_Child,GoodbyeMessage_Child_Option2,"""Don't forget to call in for the next lesson tomorrow! Thanks! A bientôt!""",Ne pas oublier d'appeler pour la prochaine leçon bientôt! A bientôt!
GoodbyeMessage_Child,GoodbyeMessage_Child_Option3,"""Great job today! Call us back tomorrow for another lesson! A bientôt!""",Super travail aujourd'hui! Appelez-nous bientôt de retour pour une autre leçon! A bientôt!
IsIt,IsIt,Is it,est-ce
Or,Or,Or,ou
LessonRecap,5_of_5,You've answered 5 questions correctly out of 5,Vous avez répondu à 5 questions correctes sur 5
LessonRecap,4_of_5,You've answered 4 questions correctly out of 5,Vous avez répondu à 4 questions correctes sur 5
LessonRecap,3_of_5,You've answered 3 questions correctly out of 5,Vous avez répondu à 3 questions correctes sur 5
LessonRecap,2_of_5,You've answered 2 questions correctly out of 5,Vous avez répondu à 2 questions correctes sur 5
LessonRecap,1_of_5,You've answered 1 questions correctly out of 5,Vous avez répondu à 1 questions correctes sur 5
LessonRecap,0_of_5,You've answered 0 questions correctly out of 5,Vous avez répondu à 0 questions correctes sur 5
QuestionNumber,Question1,Question 1,Question 1
QuestionNumber,Question2,Question 2,Question 2
QuestionNumber,Question3,Question 3,Question 3
QuestionNumber,Question4,Question 4,Question 4
QuestionNumber,Question5,Question 5,Question 5
ProgressUpdate,ProgressUpdate_1,You've finished unit 1! You have 7 units remaining. Continue the good work!,vous avez fini l'unité 1! Vous avez 7 unites restants! Continuez le bon travail! 
ProgressUpdate,ProgressUpdate_2,You've finished unit 2! You have 6 units remaining. Continue the good work!,vous avez fini l'unité 2! Vous avez 6 unites restants! Continuez le bon travail! 
ProgressUpdate,ProgressUpdate_3,You've finished unit 3! You have 5 units remaining. Continue the good work!,vous avez fini l'unité 3! Vous avez 5 unites restants! Continuez le bon travail! 
ProgressUpdate,ProgressUpdate_4,You've finished unit 4! You have 4 units remaining. Continue the good work!,vous avez fini l'unité 4! Vous avez 4 unites restants! Continuez le bon travail! 
ProgressUpdate,ProgressUpdate_5,You've finished unit 5! You have 3 units remaining. Continue the good work!,vous avez fini l'unité 5! Vous avez 3 unites restants! Continuez le bon travail! 
ProgressUpdate,ProgressUpdate_6,You've finished unit 6! You have 2 units remaining. Continue the good work!,vous avez fini l'unité 6! Vous avez 2 unites restants! Continuez le bon travail! 
ProgressUpdate,ProgressUpdate_7,You've finished unit 7! You have 1 units remaining. Continue the good work!,vous avez fini l'unité 7! Vous avez 1 unites restants! Continuez le bon travail! 
ProgressUpdate,ProgressUpdate_8,"You've completed all 8 units! Congratulations! You're finished with the lessons.. but you can continue to call and continue to play the games if you want to.. to keep improving your French reading ability.","Vous avez terminé toutes les unités! toutes nos félicitations! Vous avez terminé les leçons.. mais vous pouvez continuer à rappeler pour continuer à jouer si vous le souhaitez."
NewGame_Child,NewGame_Child,"Congratulations! You have called in for enough lessons to learn a new word game! Press 1 to hear the instructions to play it.. or find your parents or an adult who can help you play.. and give the phone to them.","Toutes nos félicitations! Vous avez appelé pour suffisamment de leçons pour apprendre un nouveau jeu de mots! Appuyez sur 1 pour entendre les instructions pour jouer.. ou trouver vos parents ou un adulte qui peut vous aider à jouer et donner le téléphone à leur disposition."
GameUpdate,GameUpdate,"If you call in for $NUMBER$ more calls.. we'll show you and your parents a fun new game you can play! Keep calling in every day to unlock a new game!","Toutes nos félicitations! Vous avez appelé pour suffisamment de leçons pour apprendre un nouveau jeu de mots! Appuyez sur 1 pour entendre les instructions pour jouer.. ou trouver vos parents ou un adulte qui peut vous aider à jouer et donner le téléphone à leur disposition."
GameInstructions,Game_2_Instructions_1,"This game is a drawing game for 3 or more players. In this game.. each player takes turns to create a drawing.. and the other players will try to guess the word that corresponds with this drawing. You will need something to draw with. You can use a pencil and paper.. chalk and a chalkboard.. or even a stick and dirt. Do you want me to repeat these instructions or continue? Press 1 to repeat or press 2 to continue.","Ce jeu est un jeu de dessin pour 3 joueurs ou plus. Dans ce jeu.. chaque joueur joue à tour de rôle pour créer un dessin.. et les autres joueurs vont essayer de deviner ce que signifie ce dessin. Vous aurez besoin de quelque chose comme support pour dessiner. Vous pouvez utiliser un crayon et du papier.. de la craie et un tableau.. ou d'un bâton et la terre. Voulez-vous que je vous répète ces instructions ou je continue? Appuyer sur 1 pour répéter ou appuyer sur 2 pour continuer."
GameInstructions,Game_2_Instructions_2,"Choose a player to start the game as the drawer. The drawer will choose a letter and write this letter. The drawer draws an image that begins with this letter. For example.. he chooses the letter ""B"" and he draws a ball. The rest of the players will try to guess the word associated with this image.. for example ""ball"". The first player to correctly guess the word and say it aloud will gain a point. Give one point to that person. Do you want me to repeat these instructions or continue? Press 1 to repeat or press 2 to continue.
 ","Choisissez un joueur pour démarrer le jeu comme le dessinateur. Le dessinateur choisira une lettre et écrire cette lettre. Le dessinateur dessine une image qui commence avec cette lettre. Par example.. il choisi le lettre “B” et il fait un dessin de un ballon. Le reste des joueurs essayera de deviner le mot associé à cette image.. par example “ballon”. Le premier joueur à deviner correctement le mot gagnera un point. Marque le point de la personne. Voulez-vous que je vous répète ces instructions ou je continue? Appuyer sur 1 pour répéter ou appuyer sur 2 pour continuer."
GameInstructions,Game_2_Instructions_3,"The drawer then passes the chalk to the next player.. who becomes the new drawer. He will choose a new letter and write this letter. The drawer draws a new image that begins with this letter. Continue playing until the first player who wins 5 points is the winner.
 
","Le dessinateur passe ensuite la craie au joueur suivant.. qui devient le nouvel dessinateur. Il choisira une nouvelle lettre et écrire cette lettre. Le dessinateur dessine une nouveau image qui commence par cette lettre. Continuez à jouer.. jusqu'à ce que le premier joueur qui gagne 5 points soit le gagnant."
GameInstructions,Game_2_Instructions_4,Do you want me to repeat these instructions or do you want to start playing? Press 1 to repeat or press 2 to end the call and start playing.,Voulez-vous que je vous répète ces instructions ou vous commencez à jouer? Appuyer sur 1 pour répéter ou appuyer sur 2 pour terminer l’appel et commencer à jouer.
GameInstructions,Game_1_Instructions_1,TBD,TBD
GameInstructions,Game_1_Instructions_2,TBD,TBD
GameInstructions,Game_1_Instructions_3,TBD,TBD
GameInstructions,Game_1_Instructions_4,TBD,TBD
GameInstructions,Game_3_Instructions_1,TBD,TBD
GameInstructions,Game_3_Instructions_2,TBD,TBD
GameInstructions,Game_3_Instructions_3,TBD,TBD
GameInstructions,Game_3_Instructions_4,TBD,TBD
GameInstructions,Game_4_Instructions_1,TBD,TBD
GameInstructions,Game_4_Instructions_2,TBD,TBD
GameInstructions,Game_4_Instructions_3,TBD,TBD
GameInstructions,Game_4_Instructions_4,TBD,TBD